Company,Date,Title,Abstract,sentiment,sentiment_category,sentiment_abstract,sentiment_category_abstract
Microsoft,2016-04-14,microsoft sues justice department to protest electronic gag order statute,the company is challenging the use of secrecy orders that prevent it from telling people when the government obtains a warrant to read their emails.,0.0,Neutral,0.1779,Neutral
Microsoft,2016-04-04,adding links to the windows 10 start menu,"if you miss some of the handy shortcuts from earlier versions of windows, you can easily add them.",0.0,Neutral,0.2023,Positive
Microsoft,2016-03-27,american tech giants face fight in europe over encrypted data,"as apple battles the f.b.i. over ""unlocking"" an iphone, european governments are pushing for greater access to people's digital lives.",-0.3818,Negative,-0.0258,Neutral
Microsoft,2016-03-22,crowdsignals aims to create a marketplace for smartphone sensor data,"a new project seeks to collect, label and pay for mobile sensor data and encourage innovation in many fields.",0.2732,Positive,0.6705,Very Positive
Microsoft,2016-03-07,microsoft to close 2 game development studios,"the studios are lionhead, which is based in britain, and press play, which is based in denmark.",0.0,Neutral,0.34,Positive
Microsoft,2016-03-01,keeping track of windows updates,you can see what software and security patches microsoft has pushed out to your pc by looking in the windows update history.,0.0,Neutral,0.34,Positive
Microsoft,2016-02-24,u.s. asks tech and entertainment industries help in fighting terrorism,the white house summoned executives from social media and entertainment to washington for talks on countering recruiting efforts by extremists.,-0.3818,Negative,0.4215,Positive
Microsoft,2016-02-17,apple's stance highlights a more confrontational tech industry,the battle between apple and law enforcement officials over a terrorist's cellphone is heading toward an eventual victory for tech companies.,-0.4391,Negative,-0.3818,Negative
Microsoft,2016-02-03,how to watch the super bowl when you don't have cable,a variety of easy -- and legitimate -- ways are now available for watching the biggest football game of the year.,0.5994,Positive,0.4404,Positive
Microsoft,2016-01-29,replacing windows media center,"microsoft has retired the windows media center software, but other programs can manage your music, movies and photos in windows 10.",0.0,Neutral,0.0,Neutral
Nike,2016-12-06,supreme court gives samsung a reprieve in apple patent case,a unanimous court ruled on tuesday that samsung may not have to pay $399 million in damages for copying parts of the iphone's distinctive look.,0.5574,Positive,-0.3826,Negative
Nike,2015-03-18,video feature: design gains importance as devices get more personal,"experts say it's not enough for a smartphone or other gadget to have all the software bells and whistles, it must also look and feel good.",0.5994,Positive,0.4404,Positive
Nike,2014-06-18,fitness devices that do (just) a bit more,"new wearable devices track activities, vital statistics and then some, in combination with apps. but is it enough to justify their price?",0.2732,Positive,0.1531,Neutral
Nike,2014-02-18,is instagram another path to riches for facebook?,"the photo- and video-sharing service offers a powerful way for fashion, retail and travel brands to connect with customers, according to a new research report.",0.5267,Positive,0.4215,Positive
Nike,2013-09-04,"the wristwatch may be making a comeback, but with some smarts","few freshmen entering college in 2010, so accustomed to keeping time with their smartphones, had any idea that pointing at a wrist was the universal language for asking the time. but a new generation of computerized watches could reintroduce timekeeping to wrists.",0.5267,Positive,0.0,Neutral
Nike,2013-03-08,"meet memoto, the lifelogging camera","facebook and instagram have conditioned people into sharing photos of their most memorable moments -- vacations, parties, weddings, meals and outings with friends. a swedish start-up called memoto wants to be responsible for capturing everything in between.",0.0,Neutral,0.872,Very Positive
Nike,2012-11-16,daily report: the new algorithm of web marketing,"in friday's new york times, tanzina vega reports on how the traditional formula of advertising is being increasingly tested by fast-paced, algorithmic bidding systems that seek individual consumers online rather than an aggregate audience.",0.0,Neutral,0.0,Neutral
Nike,2012-07-31,tweeting up controversy in 'socialympics',"only a few days into the olympic games, the conversation is getting messy -- especially on twitter, the microblogging platform.",0.0,Neutral,-0.3612,Negative
Nike,2012-02-13,critics question record of monitor selected by apple,"the fair labor association, the firm that apple has hired to examine worker conditions at the plants of its suppliers, has been criticized by labor groups as ineffective.",-0.296,Negative,-0.1779,Neutral
Nike,2010-10-12,"intel tries anonymity, for a change","intel has established one of the most well-known brands, but some new products make little mention of the company.",0.0,Neutral,0.0,Neutral
Nike,2009-12-31,seeking profit in open-source search software,"lucid imagination, an open-source start-up, hopes to rival the likes of microsoft and google in the market for corporate search technology.",0.4404,Positive,0.6808,Very Positive
Nike,2009-09-10,apple's new nano: now the world's smallest camcorder,"among the ipod nano's new features: a microphone, a speaker, an fm radio, a voice recorder, a pedometer that counts how many steps you walk or run, and a camcorder.",0.0,Neutral,0.0,Neutral
Nike,2009-05-29,marathon tech review: finding a runners group online,"to find other runners who can help keep your training regimen on pace, go online before going outside.",0.0,Neutral,0.4019,Positive
Nike,2006-11-01,high-tech sneakers report run data,nike and adidas have introduced sneakers that communicate wirelessly with other technology to provide information about a run. matt villano reports. (producer: jigar mehta),0.0,Neutral,0.0,Neutral
Nike,2006-09-13,apple plans to inhabit living room,a device due out next year will wirelessly stream video and music from a macintosh computer to a television.,0.0,Neutral,0.0,Neutral
Nike,2006-05-24,shoes are made for talking: telling your ipod about you,nike said that it was making running shoes that will be able to send data about the wearer's performance to an ipod using a new wireless system.,0.0,Neutral,0.0,Neutral
Procter & Gamble,2016-08-09,"facebook blocks ad blockers, but it strives to make ads more relevant","the programs that prevent websites from displaying ads will be rendered useless for those accessing the social network's desktop site, but not on mobile browsers.",-0.1154,Neutral,-0.2144,Negative
Procter & Gamble,2015-12-27,common stock ownership spreads among start-up investors,"institutional investors typically own preferred stock in technology start-ups. now more of them also own common stock, which may lead to unintended consequences.",0.0,Neutral,0.0,Neutral
Procter & Gamble,2012-09-09,"william moggridge, designer and laptop pioneer, dies at 69","mr. moggridge designed the first laptop, called the grid compass. most recently, he was director of the cooper-hewitt national design museum.",0.0,Neutral,0.0,Neutral
Procter & Gamble,2011-03-30,meg whitman finds a job,"meg whitman, whose track record at picking start-ups for ebay to acquire was mixed, will help a prominent venture capital firm pick winners.",0.0,Neutral,0.7964,Very Positive
Procter & Gamble,2009-11-09,google set to acquire admob for $750 million,the acquisition will help the internet search company to speed up efforts to develop more effective tools for creating and placing mobile ads on smartphones and other devices.,0.0,Neutral,0.807,Very Positive
Procter & Gamble,2008-12-26,glassdoor.com lists naughtiest and nicest c.e.o.'s of 2008,"glassdoor.com rates the best and worst chief executives of the year, based on anonymous employee reviews. the top boss: arthur levinson of genentech. the worst: steve odland of office depot.",0.4939,Positive,-0.4939,Negative
Procter & Gamble,2006-12-07,"testing yourself online and, maybe, on the set","advertisers like chipotle, converse, g.m. and mastercard have been gaining attention by inviting consumers to use digital video technologies to create commercials.",0.0,Neutral,0.8271,Very Positive
Procter & Gamble,2006-07-10,you're supposed to add water to your folgers?,"procter & gamble company is exploring so-called viral or word-of-mouth marketing online, and eyebrows are being raised all over cyberspace.",0.0,Neutral,0.0,Neutral
Salesforce,2016-12-09,daily report: what microsoft needs from linkedin,one sign of success in the $26 billion merger will be if few linkedin employees use their own product to find another job.,0.0,Neutral,0.5719,Positive
Salesforce,2016-10-10,twitter is said to be in continued talks with salesforce,the company tries to forge ahead despite a constantly shifting chess match of deal discussions and considerations.,0.0,Neutral,0.0,Neutral
Salesforce,2016-09-18,artificial intelligence software is booming. but why now?,"as g.e., oracle, salesforce.com and others push their a.i. products, it remains unclear whether potential customers understand how they will profit.",0.2617,Positive,0.2263,Positive
Salesforce,2016-05-01,new york city casts a net to catch the next big start-up,"a nonprofit, tech:nyc, aims to make new york more appealing to start-ups, big tech companies and venture firms.",0.0,Neutral,0.0,Neutral
Salesforce,2015-11-19,google picks diane greene to expand its cloud business,"ms. greene, a silicon valley veteran, has been a board member of google and founded bebop technologies, which google has agreed to buy.",0.3182,Positive,0.2732,Positive
Salesforce,2015-04-11,twitter's evolving plans to make money from its data stream,"twitter said it would no longer license its stream of half a billion daily tweets to resellers, a sign that it wants to play a bigger role in how companies use it to glean insights about their customers.",0.0,Neutral,0.0516,Neutral
Salesforce,2014-10-12,salesforce makes its big data move,salesforce kicked off its annual conference with a product aimed at developers who want to build visualization tools for sales and marketing people. that's probably a big and underserved market.,0.0,Neutral,0.0772,Neutral
Salesforce,2014-05-11,"ibm poised for growth, chief says","in recent years, revenue growth at ibm has been stubbornly elusive, and new technologies like cloud computing have risen to threaten the company's traditional hardware and software businesses.",0.5574,Positive,0.0258,Neutral
Salesforce,2013-11-18,salesforce making business software more social,"at a customer conference in san francisco, the cloud computing company will unveil its latest way to blur the lines between how businesses use technology and consumers use social media.",0.0,Neutral,0.0,Neutral
Salesforce,2013-06-05,sap's purchasing power play,"sap's announcement that it had bought hybris, an e-commerce software company, comes after the salesforce purchase of exacttarget. this is not as much a marketing deal, however, as a dream that mobile and cloud computing will blend online and offline, even retail and manufacturing.",0.34,Positive,0.128,Neutral
Salesforce,2012-05-15,netsuite moves to 'commerce as a service',"netsuite is opening up all of its accounting and sales functions so any customer can transact online sales with consumers, companies and machines with little more than a web design team.",0.0,Neutral,0.0,Neutral
Salesforce,2012-01-19,tout wants to tame your inbox,"tout, a small start-up company with offices in san francisco and new york, hopes to use analytics to recognize patterns in whom people e-mail most frequently and in what they say, in order to help people manage their overflowing inboxes.",-0.128,Neutral,0.6124,Very Positive
Salesforce,2011-07-02,"silicon valley culture, but in san francisco?","san francisco is giving tax breaks to businesses like twitter that move to the city's blighted neighborhoods, but tech company culture may not help an effort to improve the areas.",0.0,Neutral,0.5288,Positive
Salesforce,2009-03-24,customer support via twitter? salesforce.com makes it legit,forget 800 numbers and email addresses-the best way to get to customer service may be by sending them a tweet.,0.4019,Positive,0.5106,Positive
Salesforce,2008-04-23,microsoft reveals a web-based software system,"the new system, called live mesh, is microsoft's most ambitious step yet in tying its personal computer business more closely to software running in remote data centers.",0.0,Neutral,0.5256,Positive
Salesforce,2007-12-17,would you buy a telephone from a company named ribbit?,a startup takes an entire telephone company switchboard and makes it available over the internet. this allows programmers to develop applications that combine telephone calls and other data.,0.0,Neutral,0.0,Neutral
The Travelers Companies,2016-12-07,new orleans becomes new model for airbnb to work with cities,"agreements between airbnb and the city reflect a move by the company to be more conciliatory with local governments, especially after tough regulatory battles globally.",0.0,Neutral,-0.3134,Negative
The Travelers Companies,2016-10-21,airbnb sues over new law regulating new york rentals,"gov. andrew m. cuomo has signed a bill that will impose fines up to $7,500 on hosts who rent out housing for fewer than 30 days.",0.0,Neutral,-0.296,Negative
The Travelers Companies,2015-12-01,airbnb releases trove of new york city home-sharing data,"the company's data includes statistics like host earnings, the frequency of rentals and the types of listings.",0.0,Neutral,0.3612,Positive
The Travelers Companies,2015-02-13,"for tech start-ups in europe, an oceanic divide in funding","european companies, with less access to investors, are adapting by taking advantage of niches, rather than taking united states rivals head-on.",0.0,Neutral,0.5859,Positive
The Travelers Companies,2014-08-06,lyft hopes to coax commuters to leave their cars,"with lyft line, a new service first being offered in san francisco, the company's founders hope to make ride-sharing part of the workday routine.",0.3818,Positive,0.4404,Positive
The Travelers Companies,2014-01-26,disruptions: the holodeck begins to take shape,hollywood and computer and video game companies are working to move immersive virtual entertainment closer to reality.,-0.34,Negative,0.4215,Positive
The Travelers Companies,2013-05-01,a score or more of languages in your pocket,"translation apps have improved because more people are using them, allowing the apps to make more accurate associations with sounds, text and meaning.",0.0,Neutral,0.4767,Positive
The Travelers Companies,2012-09-19,extra protection for weekend warriors,"the urban elite laptop backpack from pelican products has a built-in shockproof, waterproof case that can accommodate a 15"" laptop, or a 17"" macbook.",0.0,Neutral,0.3182,Positive
The Travelers Companies,2012-05-30,a guide to deciphering the language of smartphones,"buying a smartphone means wading through a number of specialized terms, like 3g, 4g, cdma and gsm. here is a guide to some of them.",0.0,Neutral,0.4215,Positive
The Travelers Companies,2012-01-15,china telecom to start mobile service in britain,the new service from china telecom will run on the network of britain's market leader and is aimed at chinese living in britain and visitors to the country.,0.0,Neutral,0.0,Neutral
The Travelers Companies,2011-07-29,google introduces hotel search,"google joins sites like kayak, bing travel and hotels.com by offering hotel search.",0.0,Neutral,0.3612,Positive
The Travelers Companies,2011-02-16,"when in rome, let your smartphone do the translating","you can get good translator programs and better ones, depending on how much money you want to spend.",0.0,Neutral,0.7269,Very Positive
The Travelers Companies,2010-08-08,docks for apple gadgets help a business thrive,"sdi technologies, an innovator since the 1950s when it made transistor radios, has flourished by making the ihome brand of products.",0.4019,Positive,0.0,Neutral
The Travelers Companies,2010-04-19,stranded travelers turn to videoconferencing,audio and video conferencing businesses are reporting increases in demand since the volcanic disruptions.,0.0,Neutral,-0.4404,Negative
The Travelers Companies,2009-11-06,paramount's flash-drive strategy: more than meets the eye,the movie studio plans on releasing the latest transformers film on a usb drive in addition to dvd and blu-ray.,0.0,Neutral,0.0,Neutral
The Travelers Companies,2009-06-21,a new way to spread the word,the popularity of social networking and other web 2.0 phenomena is helping advertisers use consumers to spread the word for them.,0.0,Neutral,0.6486,Very Positive
The Travelers Companies,2008-09-03,"walkman plays music, video and fm but little noise","sony may have ceded much of the personal music player market to apple and its ipod, but the company's nearly 30-year-old product line continues with new models.",0.128,Neutral,0.0,Neutral
The Travelers Companies,2007-12-07,some airlines to offer in-flight internet service,"on tuesday, jetblue will begin offering a free e-mail and instant messaging service on one of its aircraft, and american, virgin america and alaska airlines plan to broaden web access.",0.0,Neutral,0.5106,Positive
The Travelers Companies,2007-09-03,first order a plane ticket. then grumble about delays.,orbitz is offering a web site that lets travelers post last-minute tips that can ease a painful travel experience.,0.0,Neutral,-0.1027,Neutral
The Travelers Companies,2007-05-09,hewlett-packard says quarterly results will top forecast,the announcement pushed the company's stock to its highest point in more than six years.,0.2023,Positive,0.0,Neutral
The Travelers Companies,2006-06-27,tools can catch expense-account padders (and make filing easier),more companies are adopting sophisticated new technology to help track and crack down on employee expense accounts.,0.0,Neutral,0.743,Very Positive
The Travelers Companies,2006-05-18,going wireless most places you go,"wi-fi has revolutionized the world of mobile computing, but another wireless option is on the rise from cellular carriers.",0.0,Neutral,0.0,Neutral
The Travelers Companies,2006-01-25,"making connections, here and now","more and more cellphones know exactly where their owners are at any given time, and software developers are trying to leverage that ability to bridge the gap between the physical and virtual worlds.",0.0,Neutral,0.3182,Positive
UnitedHealth Group,2014-01-06,at&t allows advertisers to sponsor mobile data,businesses working with at&t can pay for the data that is used to consume their content or services so that it does not show up on a customer's phone bill.,0.0,Neutral,-0.1027,Neutral
UnitedHealth Group,2009-12-29,broadcom to settle backdating suit for $160 million,"the deal would be the second-largest upfront cash recovery from a company accused of backdating stock options, a plaintiff's lawyer said.",0.0,Neutral,-0.296,Negative
Verizon,2016-12-17,farhad's and daisuke's week in tech: is google's waymo way better?,"facebook fights fake news, and google picks a funny name for its car business.",0.4404,Positive,-0.4404,Negative
Verizon,2016-10-27,broadband providers will need permission to collect private data,"the new rules require broadband providers to get permission to collect data on a subscriber's web browsing, app use, location and financial information.",0.0,Neutral,0.0,Neutral
Verizon,2016-10-05,yahoo said to have aided u.s. email surveillance by adapting spam filter,"a system built to scan emails for spam, child pornography and malware allowed yahoo to search for a terrorist organization's ""signature"" to satisfy a secret court order, several sources say.",-0.3612,Negative,-0.6369,Very Negative
Verizon,2016-09-09,galaxy note 7 owners are urged to stop using their phones,"the warning came from samsung and safety regulators. dozens of the smartphones have caught fire or exploded in recent days, and a recall is underway.",-0.296,Negative,-0.25,Negative
Verizon,2016-07-18,why yahoo sold its internet business,"the internet giant struggled for more than a decade to find a winning strategy. now it is giving up, selling its core business to verizon for a small fraction of what it was worth at its height in 2000.",0.0,Neutral,0.6486,Very Positive
Verizon,2016-05-25,a traveler's guide to taking a smartphone abroad,"there are two ways to take your phone overseas and get data -- the frugal way, which requires a bit of tinkering, and the pay-full-price way.",0.0,Neutral,0.0,Neutral
Verizon,2016-04-06,yahoo paints grim financial picture as deadline for bids nears,"the internet giant warned potential bidders about a projected decline of $600 million in revenue this year, as it prepares to sell its core business.",-0.5719,Negative,-0.2732,Negative
Verizon,2016-02-17,explaining apple's fight with the f.b.i.,"technologists and legal experts are dissecting what the company can't, or won't, do to help unlock the iphone of a san bernardino attacker.",-0.3818,Negative,-0.666,Very Negative
Verizon,2015-11-11,t-mobile video plan could test f.c.c.'s new net neutrality rules,the plan from t-mobile usa to allow unlimited streaming of some video services may become the first test of the government's rules to prevent favoritism on the internet.,0.0,Neutral,0.4019,Positive
Verizon,2015-08-18,pivotal software gets a new leader and announces strong cloud revenue,"paul maritz is stepping aside as chief executive of pivotal software. pivotal, the cloud-computing spinoff of emc, also announced strong growth in cloud subscriptions.",0.5106,Positive,0.7096,Very Positive
Verizon,2015-06-11,court denies requests to keep new net neutrality rules from taking effect on friday,the united states court of appeals for the district of columbia circuit denied numerous petitions to keep new internet regulations from going into effect.,-0.4215,Negative,-0.0258,Neutral
Verizon,2015-05-12,"for verizon and aol, mobile is a magic word",the verizon-aol deal is just the latest corporate reaction to a staggering shift in the way people across the globe get their news and entertainment.,0.0,Neutral,0.4215,Positive
Verizon,2015-03-23,google fiber plans experiment with targeted ads for television,"while google fiber is growing fast, it is still minuscule compared with its traditional rivals. but it shows the potential for delivering specific kinds of ads to local markets.",0.0,Neutral,0.09,Neutral
Verizon,2015-02-17,"ibm, g.e. and others create big data alliance",a number of big tech companies with an interest in building out the big data market have announced a standard for core elements of a technology framework for data analysis.,0.2732,Positive,0.5106,Positive
Verizon,2015-01-16,"google said to be in talks to acquire softcard, a mobile payments company",an unsuccessful e-commerce start-up may sell to one of the largest internet companies in the world.,0.0,Neutral,-0.3612,Negative
Verizon,2014-12-10,moving contacts from a flip phone to a windows phone,"plus, how to remove credit card information from apple pay on the iphone.",0.0,Neutral,0.296,Positive
Verizon,2014-10-21,verizon reports higher profit during a price-cutting war,"amid a price-cutting war in the american wireless industry, the verizon juggernaut keeps growing, even though its prices are generally higher.",-0.25,Negative,-0.4939,Negative
Verizon,2014-09-03,"isis, the industry group, is changing its name",several wireless companies formed isis in 2010 to encourage the development of wireless payment technology.,0.0,Neutral,0.5106,Positive
Verizon,2014-07-07,samsung foresees a decline in profit,"the electronics company predicted a profit of $7.1 billion for the last quarter, which would be a 24 percent decline over the same period a year ago, and cited slower sales and increased competition in china.",0.4404,Positive,0.6124,Very Positive
Verizon,2014-06-10,microsoft protests order to disclose email stored abroad,the objection to hand over email stored in an irish data center is believed to be the first time a corporation has challenged a domestic search warrant seeking digital information overseas.,-0.2263,Negative,0.4215,Positive
Verizon,2014-05-10,defending the open internet,"as the federal communications commission prepares to address ""net neutrality,"" the professor who coined the phrase is influencing the debate.",0.0,Neutral,0.0,Neutral
Verizon,2014-04-15,tech companies commit to offering a 'kill switch' for preventing phone theft,"ctia, the industry trade group that represents wireless carriers, said over a dozen companies were dedicated to offering free antitheft software on cellphones.",-0.5574,Negative,0.743,Very Positive
Verizon,2014-02-20,questions raised about at&t's transparency report,"the most common requests that at&t received from federal, state and local government agencies were related to criminal and civil litigation. the company said it received roughly 302,000 of these requests.",0.0,Neutral,-0.6369,Very Negative
Verizon,2014-02-02,disruptions: paying to travel in the internet's fast lanes,"has the internet become so fundamental to our lives that it is, in essence, a utility that should be subject to regulation?",-0.34,Negative,0.0,Neutral
Verizon,2014-01-14,the nuts and bolts of network neutrality,a federal appeals court threw out f.c.c. rules requiring that all information be treated equally on the internet; we explain what the decision means.,-0.3182,Negative,0.0,Neutral
Verizon,2013-12-19,verizon to release first transparency report,the company said that it would publish a transparency report in early 2014 that would provide information about the number of information requests it received from government agencies this year.,0.0,Neutral,0.0772,Neutral
Verizon,2013-12-10,new york asks cellphone carriers to explain why they rejected antitheft switch,new york attorney general eric t. schneiderman's investigation into the rejection of antitheft software has raised questions about coordination among the biggest carriers.,-0.5106,Negative,-0.5423,Negative
Verizon,2013-11-19,"handset unit nearly sold, nokia now looks to an uncertain future","shareholders approved a $7.2 billion sale of nokia's cellphone business to microsoft, leaving the company with its networking and mapping units, and its patents.",-0.296,Negative,0.4215,Positive
Verizon,2013-10-13,bolstering a phone's defenses against breaches,"to help ward off corporate data breaches, lookout is using its app to slip under the door of enterprises via the employees who regularly bring their personal devices to work.",0.1779,Neutral,0.4019,Positive
Verizon,2013-09-10,surprising enhancements to apple's iphone line,a fingerprint reader and an improved camera are among the new features in apple's new iphone 5s.,0.2732,Positive,0.4767,Positive
Verizon,2013-08-08,2 e-mail services shut down to protect customer data,"lavabit shut down, hinting at a secret government order, and silent circle, a similar end-to-end encrypted e-mail provider, followed suit.",0.3818,Positive,0.0,Neutral
Verizon,2013-07-12,"today's scuttlebot: the cost of surveillance, and predictive text poetry","the technology reporters and editors of the new york times scour the web for important and peculiar items. friday's selections include how much the government pays companies for wiretaps and access to e-mails, and a google page that assembles autocomplete suggestions into a kind of poetry.",0.0,Neutral,0.34,Positive
Verizon,2013-05-24,a best-selling phone? it's not just a good phone,making a good phone isn't enough to compete in the brutal handset market.,-0.3412,Negative,-0.296,Negative
Visa,2016-10-02,"next big tech corridor? between seattle and vancouver, planners hope","american tech giants stand to benefit from canada's smoother immigration process, and vancouver is looking to feed its own homegrown tech ambitions.",0.4404,Positive,0.4588,Positive
Visa,2015-12-12,farhad and mike's week in tech: tempering walmart's digital ambitions,"a look at walmart's foray into digital wallets, airbnb's transparency claims and yahoo's big week.",0.0,Neutral,0.0,Neutral
Visa,2014-11-24,daily report: silicon valley responds to obama's immigration order,"despite drawbacks of the president's executive order, some immigrants working in technology said it could make work in the united states easier.",0.0,Neutral,0.6808,Very Positive
Visa,2014-09-09,"a smartwatch, iphone 6 and more: highlights and analysis from apple's keynote","the company announced a wearable device, two new versions of its smartphones and an integrated payments system.",0.0,Neutral,0.0,Neutral
Visa,2014-03-15,"a harvest of company details, all in one basket",new websites can help investors and others gather wide-ranging government data about a particular business.,0.0,Neutral,0.4019,Positive
Visa,2013-09-02,online attack leads to peek into spam den,a moscow court's ruling this summer linked four defendants to one of the world's most prolific illegal networks of virus-infected computers that send spam.,-0.6808,Very Negative,-0.749,Very Negative
Visa,2013-05-22,high-tech immigrants,"foreign graduate students at the university of california, berkeley, reflect on how immigration reform could make it easier for highly skilled workers like them to stay in the united states.",0.0,Neutral,0.8107,Very Positive
Visa,2013-02-25,visa teams up with samsung on mobile payments,"the idea of paying for things with a phone is still foreign to most people, but now visa and samsung electronics are working together to make mobile payments easier.",0.0,Neutral,0.5719,Positive
Visa,2012-03-15,"for apple, pressure builds over app store fraud",complaints about mysterious transactions on itunes are undermining the store's reputation as the safest of online shopping environments.,-0.7184,Very Negative,-0.3612,Negative
Visa,2011-11-21,visa and shopkick give rewards for making purchases,"to lure shoppers to the cash register as black friday approaches, visa and a mobile shopping app called shopkick have partnered to offer rewards at check-out, beginning at old navy, toys ""r"" us and american eagle outfitters. it is the latest example of using mobile apps to shop in offline stores.",0.4767,Positive,0.3818,Positive
Visa,2011-05-11,visa advances toward a digital wallet,visa is preparing a service that will allow its customers to pay for items with a single click across the web. it is another step toward the digital wallet.,0.0,Neutral,0.128,Neutral
Visa,2010-12-08,hackers give web companies a test of free speech,facebook and twitter face tough decisions around how they should handle situations as politically charged as the wikileaks developments.,0.5106,Positive,-0.3182,Negative
Visa,2010-02-23,a $3.5 billion effort aims to help tech start-ups,intel is leading an initiative to add jobs and spur innovation to keep the u.s. ahead of nations like china and india.,0.4019,Positive,0.6249,Very Positive
Visa,2009-04-13,google's 'immigration fixer',"google employs an ""immigration fixer"" to help foreign-born employees navigate the u.s. immigration system.",0.0,Neutral,0.4019,Positive
Visa,2008-06-25,u.s. high tech said to slip,"a report said that the u.s. is in danger of losing its high-tech edge as jobs go unfilled, in part a consequence of too few green cards or work visas available to talented foreign students.",0.0,Neutral,-0.4019,Negative
Visa,2007-10-01,"at starbucks, songs of instant gratification",new technology that allows coffee patrons to download the music playing in starbucks stores to their iphones is just the beginning of a wave of options for impulse purchases.,0.3818,Positive,0.2023,Positive
Walmart,2016-12-29,how china built 'iphone city' with billions in perks for apple's partner,"a hidden bounty of benefits for foxconn's plant in zhengzhou, the world's biggest iphone factory, is central to the production of apple's most profitable product.",0.0,Neutral,0.6997,Very Positive
Walmart,2016-08-11,daily report: amazon's drones may not be so crazy after all,"when the online retailer unveiled its drone project in 2013 it was mocked. it still sounds like a long shot, but it doesn't seem so crazy anymore.",-0.4795,Negative,-0.6217,Very Negative
Walmart,2015-11-25,video feature: replacing the black friday rush with a few leisurely taps,"shopping apps that help buyers build wish lists, track prices and find the best deals.",0.0,Neutral,0.8625,Very Positive
Walmart,2015-07-09,uber files motion opposing driver class-action suit,the ride-hailing service asserts that the handful of drivers who filed the lawsuit on work status shouldn't represent all the drivers.,0.0,Neutral,-0.2263,Negative
Walmart,2015-03-02,microsoft presents low-cost phones and windows 10 for mobile,"at the mobile world congress, the company for the first time showed off the operating system for phones and continued its evolving strategy of delivering low-cost lumia devices.",0.0,Neutral,0.0,Neutral
Walmart,2014-10-13,am i sick? google has a doctor waiting on video,"google's ""helpouts"" platform is experimenting with a new product that lets consumers talk to doctors over video.",-0.5106,Negative,0.0,Neutral
Walmart,2014-05-07,"the unlikely ascent of jack ma, alibaba's founder","jack ma began his career as an english teacher. today, two of his websites account for more than half of the packages shipped through china's postal system.",0.0,Neutral,0.0,Neutral
Walmart,2013-12-03,google joins a heavyweight competition in cloud computing,"the search giant, which for years has been evasive about its plans for the cloud, is announcing rates and features for a wide-ranging computing service.",0.0,Neutral,0.0,Neutral
Walmart,2013-09-18,"daily report: rentbro, sender of 42 million texts, settles in spam case",the federal trade commission settled charges against a florida company and its two top executives for sending more than 42 million unwanted and deceptive text messages to consumers.,-0.3612,Negative,-0.296,Negative
Walmart,2013-06-18,zapping bugs with the wave of a racket,zapping mosquitoes with an electrified tennis racket might seem to be a surefire entrant into the world's dumbest ideas hall of fame. but the stinger portable bug zapper actually works.,0.0,Neutral,0.0772,Neutral
Walmart,2012-11-25,building start-ups via stars' ties to fans,"brian lee, a web entrepreneur, has been partnering with celebrities like jessica alba to create e-commerce sites to sell products in ways that were not possible just a few years ago.",0.0,Neutral,0.5574,Positive
Walmart,2012-06-13,adding .app to the internet,"starting next year, the organization that oversees the naming system for internet addresses is expected to approve hundreds of domain names with .app, the most sought-after extension.",0.0,Neutral,0.0,Neutral
Walmart,2010-06-18,ray kurzweil vows to right e-reader wrongs,ray kurzweil says his blio e-reader software will give people electronic books with richer formatting similar to what they're used to in print.,0.0,Neutral,0.5267,Positive
Walmart,2008-02-16,taps for hd dvd as wal-mart backs blu-ray,high-definition dvd died friday after a brief illness. the cause of death was the decision by wal-mart to stock only hd dvds and players using the blu-ray format.,-0.0516,Neutral,-0.8807,Very Negative
Walmart,2006-09-13,distractions and bargains bought in bulk,"thanks to ebay and costco, among others, a sizable portion of the retail economy is built on bargains that aren't really bargains.",-0.25,Negative,0.4404,Positive
Walmart,2007-07-26,"a desktop pc that's short on bells and whistles, but long on savings","the impact gc3502 computer from everex, $298, consumes less power than the average desktop computer, potentially saving money on the monthly electric bill as well.",0.0,Neutral,0.2732,Positive
Walmart,2006-11-29,wal-mart plans to test online films,"all the major studios are said to be either on board or in active talks with the retailer, which will begin testing a video download service on its web site.",0.0,Neutral,0.4019,Positive
Walmart,2006-08-07,picture tubes are fading into the past,"the picture tube, the standard television technology for more than 60 years, is heading for obsolescence faster than anyone expected.",0.0,Neutral,0.0,Neutral
Walmart,2007-02-06,wal-mart and studios in film deal,wal-mart will introduce a partnership with all of the six major hollywood studios to sell digital movies and television shows on its web site.,0.0,Neutral,0.0,Neutral
Walmart,2006-09-11,like shopping? social networking? try social shopping,"a new category of e-commerce called ""social shopping"" tries to combine two online favorites: shopping and social networking.",0.4329,Positive,0.4215,Positive
Walmart,2007-05-25,coming soon to wal-mart: 2 dell pcs,"dell will sell only two models of multimedia computers at wal-mart, the first step toward transforming its direct-sales strategy.",0.0,Neutral,0.0,Neutral
The Walt Disney Company,2016-10-01,farhad's and mike's week in tech: interest in twitter from disney? unlikely.,"twitter news, including a prolific tweeter's hiatus. also: a human sacrifice is needed for elon musk's mars shot. by popular acclamation, it's farhad.",0.4588,Positive,0.4215,Positive
