Date,all_stocks_Open,CAT_Open,CVX_Open,IBM_Open,JNJ_Open,JPM_Open,all_stocks_High,CAT_High,CVX_High,IBM_High,JNJ_High,JPM_High,all_stocks_Low,CAT_Low,CVX_Low,IBM_Low,JNJ_Low,JPM_Low,all_stocks_Close,CAT_Close,CVX_Close,IBM_Close,JNJ_Close,JPM_Close,all_stocks_Volume,CAT_Volume,CVX_Volume,IBM_Volume,JNJ_Volume,JPM_Volume
2006-07-31,71.0,70.5,66.42,75.99,61.5,44.15,71.01,72.62,68.47,77.5,63.0,45.71,67.05,69.33,64.93,75.31,61.49,44.01,70.4,70.87,65.78,77.41,62.55,45.62,8251380.0,4304500.0,10097500.0,5089640.0,6900720.0,13841060.0
2006-08-07,70.0,70.12,65.72,76.65,62.38,45.79,70.29,74.08,67.08,77.38,63.7,46.1,68.78,69.12,64.96,74.9,62.29,44.12,69.0,73.18,66.83,75.52,63.27,45.27,4116620.0,4308560.0,8902880.0,3910600.0,6363200.0,10709600.0
2006-08-14,69.45,73.19,66.84,75.63,63.42,45.48,69.51,73.43,68.24,77.49,64.0,45.72,68.18,65.52,66.42,75.05,63.03,43.5,68.62,65.96,67.05,76.68,63.91,43.89,3735560.0,6911000.0,7890180.0,4036520.0,6338100.0,9145420.0
2006-08-21,69.49,66.46,67.75,76.9,64.0,44.15,71.57,70.04,67.75,79.97,64.75,45.71,69.19,65.9,64.82,76.31,63.85,44.15,71.12,68.25,66.89,79.28,64.27,45.46,3597180.0,5428200.0,9149380.0,5610220.0,7178720.0,8183880.0
2006-08-28,71.13,68.42,66.6,79.28,64.24,45.27,71.73,69.21,67.49,80.47,65.13,46.04,69.62,64.75,65.42,78.42,63.8,45.11,70.94,66.07,66.16,80.32,64.58,46.02,2620320.0,4997200.0,5920100.0,3929300.0,7417360.0,7279120.0
2006-09-04,70.94,66.27,65.97,80.06,64.5,45.88,72.32,67.8,66.0,81.68,64.89,46.07,70.45,64.82,64.15,80.06,64.3,45.32,71.72,67.27,64.83,81.41,64.72,45.73,2512050.0,5321725.0,7306675.0,4181925.0,4763900.0,7398975.0
2006-09-11,71.74,68.85,65.73,81.19,64.6,45.64,72.0,70.4,67.15,81.54,64.74,46.05,70.59,65.34,61.38,79.31,63.25,44.68,71.35,65.51,62.0,80.93,64.04,45.39,2640280.0,6299920.0,11531260.0,4084900.0,6827620.0,7088560.0
2006-09-18,71.68,65.75,62.0,81.14,63.96,45.39,74.7,67.6,63.2,83.59,64.33,47.35,71.22,64.6,60.96,81.06,63.42,45.29,73.89,66.99,62.85,82.24,64.16,46.58,3636820.0,6959120.0,9632360.0,5517820.0,7116340.0,11498440.0
2006-09-25,74.78,67.55,63.01,81.97,64.16,46.73,75.37,67.6,63.15,83.79,64.5,47.49,72.22,62.09,60.72,81.01,63.85,46.22,73.7,64.33,62.18,82.0,64.19,46.91,3291400.0,7333900.0,8937140.0,6311520.0,6057940.0,9002720.0
2006-10-02,74.1,64.36,62.18,81.9,64.4,46.91,75.0,67.06,65.35,82.79,65.33,47.46,73.33,64.29,62.04,81.58,64.35,46.39,73.59,65.36,64.51,81.87,65.09,46.87,3312560.0,5416780.0,9589360.0,4929360.0,6069180.0,8986760.0
2006-10-09,73.26,65.37,64.0,81.88,65.06,46.95,76.16,69.95,64.47,84.08,65.88,47.92,73.0,63.5,62.22,81.56,64.66,46.69,75.8,68.9,63.24,84.0,64.87,47.11,2605760.0,7676200.0,10073960.0,5171640.0,6758640.0,12673860.0
2006-10-16,75.69,69.3,63.09,83.71,64.84,47.29,75.99,70.25,65.2,87.6,65.74,48.57,74.86,67.52,63.0,83.56,64.5,47.09,75.75,69.93,65.05,86.71,64.93,47.73,2072180.0,4528060.0,8800800.0,6201620.0,6315480.0,10815460.0
2006-10-23,75.25,69.68,65.11,86.33,65.63,47.05,80.88,70.92,65.88,92.04,69.41,48.21,75.15,58.82,64.26,86.22,65.5,46.37,80.09,60.42,65.64,91.56,69.1,47.39,4229920.0,21501420.0,7630420.0,13628940.0,12565260.0,12545460.0
2006-10-30,79.95,61.3,65.64,90.91,68.6,47.07,80.58,62.78,68.5,92.0,68.95,47.95,78.54,60.49,65.46,89.8,67.55,46.75,78.94,60.76,66.39,91.5,67.7,47.45,2281760.0,9633840.0,9534000.0,6353860.0,8631060.0,9486740.0
2006-11-06,78.99,61.0,66.1,91.5,67.8,47.78,79.77,61.13,69.94,92.74,68.49,48.08,78.11,59.68,65.76,91.18,66.85,46.5,79.59,59.85,69.77,92.6,68.42,47.65,2487340.0,8008500.0,9288320.0,6151820.0,9723660.0,9547620.0
2006-11-13,79.51,59.97,69.85,92.42,68.17,47.5,80.14,60.4,70.83,93.4,69.03,48.0,78.58,58.99,68.6,91.41,65.48,47.18,79.5,59.52,70.35,92.07,65.94,47.66,2355820.0,7611240.0,9667840.0,5515060.0,12094740.0,7279580.0
