Date,all_stocks_Open,CAT_Open,CVX_Open,IBM_Open,JNJ_Open,JPM_Open,all_stocks_High,CAT_High,CVX_High,IBM_High,JNJ_High,JPM_High,all_stocks_Low,CAT_Low,CVX_Low,IBM_Low,JNJ_Low,JPM_Low,all_stocks_Close,CAT_Close,CVX_Close,IBM_Close,JNJ_Close,JPM_Close,all_stocks_Volume,CAT_Volume,CVX_Volume,IBM_Volume,JNJ_Volume,JPM_Volume
2006-11-20,79.5,59.9,70.46,92.0,65.42,47.49,81.75,62.11,70.67,94.05,67.6,48.05,78.84,59.66,67.86,91.65,65.31,46.99,81.38,60.91,69.24,93.25,67.01,47.9,2647800.0,6269300.0,8787620.0,4895780.0,9735240.0,9883240.0
2006-11-27,80.92,60.55,69.58,93.01,66.9,47.78,81.95,63.33,70.5,93.75,67.06,47.94,80.06,60.2,68.4,91.12,65.22,46.45,80.23,61.97,68.75,91.45,65.65,46.63,2063950.0,6254625.0,6886600.0,3708800.0,6909650.0,7116100.0
2006-12-04,79.9,61.75,68.89,90.65,65.55,46.46,81.8,62.7,73.54,93.95,66.72,47.13,78.92,60.3,68.85,90.43,65.33,45.51,80.89,61.49,73.5,93.51,66.28,46.84,2931800.0,5285160.0,9573540.0,5802880.0,7880200.0,12754820.0
2006-12-11,79.65,61.5,73.66,93.51,66.35,46.9,81.05,63.95,74.41,94.87,66.64,47.84,77.35,61.39,72.66,93.44,65.46,46.35,78.85,63.07,73.7,93.64,65.7,47.55,3184060.0,4953200.0,8277940.0,4949320.0,7604640.0,10534060.0
2006-12-18,78.84,63.0,74.46,93.6,65.78,47.56,79.68,63.3,76.2,96.16,66.84,48.65,78.19,61.29,73.25,93.3,65.29,47.3,78.35,61.92,73.33,95.44,66.6,48.23,3666680.0,5646700.0,8975160.0,6991280.0,9549360.0,12427660.0
2006-12-25,78.27,61.47,72.98,95.1,66.65,48.03,79.31,62.0,74.91,96.5,67.25,48.97,77.73,60.35,72.5,94.91,65.45,47.62,78.35,60.59,72.73,95.25,65.65,47.89,2302125.0,4014225.0,7499425.0,4021075.0,8717625.0,8656400.0
2007-01-01,78.16,60.5,72.64,95.0,65.6,47.98,78.89,61.85,74.51,97.88,66.6,49.0,77.5,60.49,72.53,94.92,65.48,47.82,77.93,61.33,73.53,97.15,66.02,48.3,1806800.0,2368250.0,4648175.0,3952075.0,5075425.0,6986425.0
2007-01-08,77.53,61.71,72.77,97.18,66.13,48.0,78.85,62.31,73.25,99.5,67.62,48.55,76.97,59.86,69.6,96.26,65.9,47.32,77.59,60.29,71.45,98.9,66.51,47.95,2987750.0,5102300.0,10665800.0,9329925.0,9619675.0,10688100.0
2007-01-15,78.0,60.46,70.98,99.08,66.6,47.9,79.5,60.7,71.34,100.33,66.85,48.42,77.04,59.2,68.48,97.93,66.07,47.36,79.36,59.74,70.35,99.34,66.64,47.99,2159775.0,6188975.0,11048025.0,8622800.0,6559825.0,10893225.0
2007-01-22,79.48,59.87,70.08,99.4,66.65,48.16,79.88,60.68,72.6,100.9,68.22,49.86,78.13,57.98,69.23,94.55,66.3,47.92,78.49,58.17,71.22,97.11,67.18,49.66,2450460.0,7313880.0,10286040.0,14421360.0,10314060.0,14124020.0
2007-01-29,78.71,58.43,71.61,96.91,66.99,49.57,79.75,62.29,73.25,98.66,67.24,50.68,78.23,58.17,71.23,96.2,65.99,49.11,78.96,61.7,71.53,98.54,66.15,49.47,2405520.0,9229500.0,7672500.0,7066980.0,8803600.0,13537960.0
2007-02-05,74.92,62.15,71.95,98.57,66.15,49.7,76.18,65.37,74.96,100.44,67.15,51.33,73.09,61.96,71.85,97.96,66.1,49.37,73.93,64.49,73.78,100.38,66.3,50.96,8677520.0,8020720.0,8585260.0,7040920.0,8684284.0,13546340.0
2007-02-12,73.91,64.5,74.15,100.0,66.39,50.85,75.0,65.99,74.18,100.4,66.43,51.32,73.82,64.28,71.89,97.81,65.36,50.08,74.59,64.6,72.32,98.58,65.46,50.44,3952119.8,5300385.4,9418250.0,6363128.6,7298168.2,9015420.0
2007-02-19,76.0,64.61,72.73,98.6,65.41,50.35,77.43,68.2,73.04,99.52,65.93,51.55,75.75,64.31,70.72,97.8,65.24,50.33,76.84,67.67,70.81,98.99,65.51,51.25,4626122.25,6577135.5,8916740.0,5429262.0,9029389.5,10938194.75
2007-02-26,76.5,67.67,70.65,98.66,65.4,51.15,76.82,68.43,72.02,99.5,65.83,51.95,75.64,67.01,69.2,96.46,63.99,50.43,76.12,67.26,71.41,96.91,64.3,50.81,2832036.6,5389462.0,9264989.8,5321958.2,11284619.4,10201676.2
2007-03-05,76.13,66.05,70.71,96.0,64.3,50.61,76.18,66.17,71.22,96.01,64.24,50.61,72.9,62.34,64.99,88.77,61.45,47.2,73.17,63.17,66.43,91.81,61.83,47.54,5116777.2,8227453.0,12950523.0,11383009.0,15966167.8,20084649.8
2007-03-12,73.17,63.56,66.43,91.81,61.83,47.54,75.31,64.99,69.81,94.85,62.53,49.35,73.0,63.19,66.77,92.26,61.37,47.43,75.17,64.57,68.83,94.11,61.79,48.84,3693280.0,4613580.0,10428260.0,7744540.0,14275430.0,12659028.0
2007-03-19,74.75,64.11,68.83,93.86,61.4,48.45,76.46,64.75,69.75,94.47,61.73,48.5,74.42,62.58,67.08,92.1,60.11,45.91,76.36,64.17,69.38,93.99,60.73,47.58,4246300.0,5555181.8,11509357.6,7092885.2,13902522.0,21075625.4
2007-03-26,76.49,64.17,69.39,94.0,60.66,47.51,78.16,67.72,74.55,95.81,61.48,49.65,76.04,64.01,69.19,93.55,59.87,47.33,77.38,66.84,74.4,95.0,60.25,48.7,3198844.4,5452221.2,10603759.8,5872214.6,14919157.4,15692832.4
2007-04-02,77.44,66.31,74.01,94.71,60.1,48.59,77.47,67.69,75.05,95.5,60.48,49.02,75.44,65.63,73.38,93.57,59.87,47.7,76.28,66.75,74.83,95.21,60.1,48.24,3185323.0,4716360.0,9148080.2,6639541.4,13732750.0,12341341.2
2007-04-09,76.53,67.21,74.61,95.45,60.55,48.25,77.73,68.19,76.4,96.94,61.9,49.13,76.3,66.84,74.47,95.33,60.25,48.09,76.83,67.34,75.49,96.62,61.63,49.0,2576006.25,3934003.0,7173686.5,4541551.5,10145829.25,9559620.5
2007-04-16,76.88,67.2,75.79,96.4,61.54,49.01,77.32,67.55,77.97,96.8,63.02,50.25,75.91,65.86,75.65,94.53,61.46,48.66,77.16,66.9,77.87,96.18,63.02,49.97,2434741.8,4014715.8,8640568.8,5903090.2,12240747.0,11350004.8
2007-04-23,77.16,66.9,78.0,96.3,65.3,49.97,78.5,73.0,78.88,97.66,65.45,52.71,76.31,66.8,76.73,93.91,64.15,49.71,77.28,71.85,77.56,95.21,64.75,52.28,3269762.2,10826134.0,10347421.2,10435662.2,16004199.2,21198415.8
2007-04-30,77.14,71.9,77.56,97.23,65.15,52.06,83.25,74.1,79.07,103.0,65.15,53.06,76.45,71.83,76.91,97.23,63.75,51.65,82.77,72.62,77.79,102.21,64.22,52.1,7143018.8,5780019.4,9933604.6,12225899.8,11509074.2,17543671.4
2007-05-07,82.77,72.6,77.97,102.06,64.53,52.4,85.0,74.29,80.35,103.17,64.94,53.05,82.16,71.78,77.42,101.35,63.59,51.6,84.93,72.67,79.58,103.16,64.26,52.73,4456721.8,4217843.6,7704271.4,6825337.2,8917161.4,11231916.2
2007-05-14,84.94,72.5,79.59,102.42,63.94,52.48,85.85,76.46,80.94,106.25,64.29,53.25,84.15,72.24,78.15,102.21,61.65,51.55,84.83,76.3,80.87,105.57,62.61,51.83,3648577.8,5666134.0,8653245.0,7019827.2,17794302.0,11366527.2
2007-05-21,84.83,76.03,80.88,105.4,62.2,52.09,87.32,76.84,83.56,108.05,64.03,53.07,84.85,73.85,79.61,104.53,61.66,52.0,87.06,74.85,82.83,107.04,63.52,52.56,4474639.6,5716595.0,9910109.4,7366162.0,15295524.2,10920784.2
2007-05-28,87.06,74.85,82.84,106.95,63.55,52.56,89.03,77.25,83.23,107.25,64.1,52.68,87.03,74.78,79.75,103.57,63.09,51.26,87.35,75.71,81.13,105.18,63.19,51.64,3569201.25,5126838.5,10886964.25,5690286.25,9563360.25,11246839.25
2007-06-04,87.17,75.82,80.98,105.57,63.2,51.65,88.46,79.46,83.25,107.67,63.77,52.31,86.25,75.28,80.0,105.21,62.76,51.35,88.07,78.29,83.13,106.23,63.6,51.57,3127309.6,5575978.2,9113537.0,5558152.0,10803495.8,10809385.4
2007-06-11,88.07,78.12,82.71,106.55,63.4,51.24,88.35,79.46,83.04,106.55,63.55,51.49,84.42,77.05,79.12,101.56,61.46,49.54,85.3,78.75,81.36,103.22,62.27,50.43,3371236.4,4841089.4,8249334.8,13307400.2,12047222.2,13946455.2
2007-06-18,85.3,78.76,81.37,103.11,62.25,50.22,88.49,82.13,84.0,105.65,63.12,50.99,84.4,78.01,80.5,102.1,61.32,49.34,87.62,81.85,83.39,105.33,62.33,50.43,3631801.8,5836024.4,8249806.4,6597860.0,12231909.4,13997315.4
2007-06-25,87.63,81.86,82.99,104.93,62.34,50.44,88.3,82.89,83.75,107.02,62.84,50.99,85.86,80.15,80.76,104.44,60.73,48.06,86.25,80.7,82.95,105.1,61.11,48.36,3128850.8,4629694.6,10895809.8,7439702.0,13647166.8,17925129.8
2007-07-02,86.25,80.7,82.96,105.1,61.11,48.45,88.0,81.14,85.28,106.92,62.0,49.48,85.77,77.53,81.62,104.1,61.07,48.08,88.0,80.45,85.15,105.01,61.85,49.15,2872410.4,6101965.0,10254464.6,5557041.8,11542643.4,17450805.8
2007-07-09,88.0,80.45,83.6,105.01,62.0,49.19,88.81,80.79,89.8,109.66,63.33,49.58,87.38,77.16,83.6,105.24,61.87,48.45,88.11,79.83,89.5,108.97,62.72,48.79,1818022.25,5477441.5,8933494.75,6478726.5,9842458.0,10106801.75
2007-07-16,87.94,80.02,89.0,108.55,62.72,48.3,92.32,86.49,95.0,110.04,63.88,50.46,87.07,80.0,87.81,108.1,62.12,47.12,90.87,85.9,92.12,109.66,63.8,49.83,3677680.0,7240293.4,11759333.6,7526671.2,11779364.8,19390135.0
2007-07-23,91.44,86.25,92.12,109.66,62.88,49.95,91.96,87.0,93.73,116.48,63.52,50.48,88.6,78.26,90.6,109.45,61.72,47.06,90.87,82.0,92.57,116.38,62.0,47.15,3513697.2,13549631.0,9907194.0,10961473.4,16066729.0,26247687.8
2007-07-30,90.54,81.82,91.64,115.32,61.57,46.63,92.0,82.37,92.15,118.82,62.13,46.95,88.04,75.25,83.89,113.52,59.72,43.5,90.18,77.04,86.43,114.52,60.07,44.75,5489384.4,9753813.0,14315234.6,14391680.2,16385999.2,39911586.2
2007-08-06,89.46,77.04,86.43,114.72,61.35,45.07,90.48,81.42,89.5,114.72,62.36,45.97,86.61,77.65,78.39,110.02,60.31,43.2,87.77,81.0,82.02,113.89,62.3,45.11,5199654.6,8543944.8,16377929.6,11669279.2,16873721.8,35547245.0
2007-08-13,86.96,81.0,81.33,113.02,61.75,44.99,88.71,82.13,85.63,114.6,62.6,47.23,84.76,76.89,79.41,109.7,60.5,42.51,86.25,77.9,82.45,112.71,61.45,43.83,4685222.4,6756040.6,13842951.2,8103733.4,16234400.0,30252440.0
2007-08-20,86.27,77.91,82.45,112.83,61.45,43.94,89.11,78.21,85.55,113.15,62.98,48.29,83.21,70.59,78.25,103.7,60.73,42.16,88.27,74.05,84.89,109.22,61.83,46.49,4690147.6,9248737.8,14497945.6,11819406.8,17538480.8,38985283.6
2007-08-27,88.1,74.31,84.14,108.9,61.57,46.12,89.58,76.89,87.53,113.85,62.37,47.08,87.65,73.3,83.57,108.08,61.35,44.89,88.7,76.0,87.0,113.44,61.6,44.91,2805140.0,4428758.0,8863550.0,7008080.4,10610752.2,20536241.2
2007-09-03,88.59,75.98,86.6,112.9,61.6,44.48,91.51,76.28,88.86,117.35,62.07,45.13,87.51,73.35,84.3,111.63,61.23,43.15,90.99,75.77,87.76,116.69,61.79,44.52,3605100.0,3993925.0,9022800.0,6924566.75,11671400.0,19410550.0
2007-09-10,90.96,75.8,87.19,116.34,61.63,44.4,91.5,77.37,89.33,118.89,62.05,45.62,87.21,72.64,85.91,115.32,61.26,43.2,87.82,73.74,87.05,115.8,61.84,43.93,3548465.4,4985109.2,9424188.2,7007623.4,10381874.2,17736363.6
2007-09-17,88.01,73.74,87.51,116.35,61.98,43.96,89.77,74.78,91.54,117.78,63.33,45.78,87.65,72.2,86.7,114.3,61.72,43.67,88.93,73.69,90.93,114.52,62.94,45.29,2775130.0,4745492.0,9177671.0,6223490.2,11107991.8,15950960.4
2007-09-24,89.25,74.2,91.2,115.0,62.97,45.68,92.74,80.17,95.5,118.1,65.56,48.06,89.25,74.18,90.95,114.83,62.94,45.12,91.81,77.72,94.35,116.25,65.2,46.34,4127997.4,6241788.4,10211973.8,7758036.0,14517565.4,23302171.4
2007-10-01,91.49,76.98,93.09,116.02,64.8,46.25,94.99,80.04,94.53,119.5,66.2,47.04,90.33,75.38,91.47,115.79,64.75,45.42,94.74,79.56,94.44,119.03,66.14,46.81,3420814.8,5538397.0,9906591.8,6815323.2,10620893.0,15920191.2
2007-10-08,94.35,79.97,93.92,119.31,66.16,46.99,95.95,81.61,93.99,119.6,66.8,47.88,93.47,77.17,90.53,115.0,65.82,46.65,95.41,81.34,91.58,117.77,66.02,47.44,2944032.2,4851483.8,7365381.4,6315893.2,8609150.0,12314659.4
2007-10-15,94.87,81.69,91.83,117.85,66.1,47.59,97.0,82.74,93.0,121.46,66.3,47.7,93.53,77.75,90.16,116.42,65.41,45.79,94.39,78.84,92.33,118.03,65.65,46.27,3143995.4,5581040.4,8785441.0,7306517.2,8551272.2,17765761.8
2007-10-22,94.43,78.5,92.4,118.02,65.77,46.0,95.36,78.99,93.94,119.94,66.0,47.12,84.08,71.63,86.72,110.96,63.55,44.6,86.28,73.5,88.44,113.37,64.34,45.37,6590656.0,10285100.4,11315820.0,11053923.0,12898678.2,24832997.6
2007-10-29,86.87,73.8,88.93,113.78,64.4,45.92,87.06,75.98,93.57,115.01,65.46,47.5,84.39,73.09,87.82,111.68,63.73,44.74,85.97,73.9,92.88,114.8,64.98,46.67,4618074.6,6836075.0,9315570.8,6057866.0,10355714.2,19732760.8
2007-11-05,85.95,73.85,91.75,114.5,64.8,46.4,86.91,75.16,92.13,116.25,65.38,47.55,83.15,72.57,87.1,112.83,64.01,41.67,85.05,73.5,88.48,113.4,64.49,42.77,4086949.0,5688472.4,10306681.6,6420432.8,9888601.2,27436844.0
2007-11-12,85.12,73.56,88.69,113.49,64.49,42.69,85.69,75.0,90.92,113.95,66.95,44.34,78.98,69.48,84.41,99.27,63.73,40.68,79.22,69.6,85.27,101.45,66.31,42.39,5852310.2,7159928.0,12587866.0,13823872.8,13751560.8,33272833.2
2007-11-19,80.05,70.09,85.82,102.73,66.73,43.3,82.34,72.0,88.33,106.42,68.01,46.02,79.24,67.41,83.48,101.34,66.53,41.19,81.7,68.2,85.03,102.22,67.59,41.37,4873857.8,7494772.2,10752027.6,9287180.0,14897961.4,28689774.4
2007-11-26,81.99,68.17,85.05,102.59,67.83,41.37,82.95,69.71,88.61,105.15,68.08,42.49,80.89,67.0,83.52,101.38,66.17,40.15,81.0,67.83,83.79,101.97,67.37,40.46,3731572.0,5194702.0,9028377.5,6414525.75,13095973.0,24494408.25
2007-12-03,81.58,68.05,83.45,102.7,67.58,40.92,84.94,73.31,88.18,109.19,68.75,46.09,80.97,67.9,81.92,101.5,67.06,40.57,82.21,72.06,87.84,105.83,67.71,45.21,4386727.0,6033866.0,10782133.8,9431784.8,13566164.6,29166519.0
2007-12-10,81.88,71.77,87.14,105.41,67.44,44.32,87.15,77.22,92.01,110.26,68.5,47.87,81.6,71.3,86.83,104.72,67.4,43.93,86.74,76.58,91.72,109.39,67.79,47.42,3276696.4,5106986.6,7776124.6,5639062.0,9167937.0,19550909.4
2007-12-17,87.05,76.85,91.68,109.34,67.79,47.11,88.7,77.26,93.21,110.4,68.4,48.02,84.65,70.91,89.58,104.1,67.02,44.36,85.78,71.16,89.98,104.53,67.55,44.53,4592651.6,6752838.0,9512767.6,7883289.0,11825523.4,34342371.0
2007-12-24,86.21,71.53,90.6,105.08,67.9,44.77,86.84,73.36,94.79,112.0,68.3,45.11,83.85,70.07,89.61,104.13,67.18,43.05,86.26,72.7,94.48,111.65,67.87,44.83,3629119.8,4885456.2,7961044.2,7742972.0,10936681.8,21553723.2
2007-12-31,86.97,72.97,94.31,110.9,67.98,44.72,86.97,73.93,95.2,112.19,67.99,44.99,84.28,72.39,93.01,107.26,66.55,42.79,84.32,72.56,93.33,108.1,66.7,43.65,2082602.25,3123093.5,7153877.0,4982864.25,6954770.0,16081315.0
2008-01-07,84.24,72.56,93.96,108.99,66.56,43.55,84.76,72.67,95.21,108.99,67.21,43.79,80.77,67.8,91.15,99.03,65.36,40.16,81.11,68.73,92.13,100.05,66.86,41.34,3755470.5,6802942.5,11383541.75,10179497.5,11578991.5,22700414.25
2008-01-14,81.35,68.94,92.41,100.05,67.05,41.46,82.07,69.49,93.38,105.59,68.29,42.14,76.97,65.25,90.14,97.04,66.6,38.54,78.5,67.27,90.91,102.93,67.95,41.36,6062244.8,8355437.2,11553968.6,11592303.0,14643124.6,33879256.2
2008-01-21,78.0,66.36,89.96,102.03,67.7,40.73,78.7,66.73,90.05,106.72,68.85,42.65,74.06,62.14,80.88,100.05,66.01,38.52,74.91,62.81,83.46,103.4,66.29,39.59,5705003.5,10667583.75,16897387.0,15047354.75,17800939.25,50002704.25
2008-01-28,72.07,59.6,78.23,98.55,64.67,37.66,77.52,68.63,85.0,107.79,66.75,46.15,72.05,59.6,76.4,98.5,62.13,37.66,77.44,68.21,82.86,104.98,63.07,45.57,5381218.0,9839917.0,15810405.4,13141726.4,20907257.8,50905977.2
2008-02-04,77.8,68.78,83.21,105.5,63.34,45.94,81.5,72.17,85.23,109.4,64.09,49.29,76.2,67.5,81.01,103.7,61.72,44.75,80.57,70.95,82.02,107.93,63.47,46.22,4639262.8,7221502.6,11521061.4,7427724.8,12952446.6,51423493.0
2008-02-11,79.31,69.84,80.73,107.06,63.72,45.05,79.94,70.1,80.99,108.05,63.75,45.58,77.82,67.32,76.51,100.6,61.36,42.82,79.28,69.42,80.43,105.14,61.88,43.35,3415380.8,6999088.0,13857100.4,8151838.6,11808796.8,31014649.8
2008-02-18,79.61,69.98,80.84,105.16,62.14,43.66,81.65,71.99,83.69,108.93,63.75,44.45,78.6,69.18,80.29,104.7,62.01,42.01,79.95,69.95,83.6,106.16,62.9,43.25,3390696.75,6244991.75,15665669.75,6958723.25,11348026.5,28485923.5
2008-02-25,80.25,70.61,84.39,106.94,63.25,43.54,81.04,72.33,87.59,110.32,63.94,44.46,78.24,69.46,83.69,104.53,62.5,41.85,81.0,72.25,87.18,110.08,63.85,44.03,3449456.6,5185561.6,12275525.6,7890665.4,11074403.0,29443461.4
2008-03-03,80.6,72.0,86.75,109.52,63.67,43.73,81.59,75.19,89.29,116.63,64.07,44.54,77.62,71.78,85.84,109.05,61.62,39.43,78.49,73.2,87.2,114.23,62.23,39.82,2840107.2,6864117.0,10847661.0,10509057.0,9641095.6,33700734.4
2008-03-10,77.92,72.67,86.66,113.4,62.1,39.37,79.61,72.88,89.0,116.41,63.3,39.58,75.28,68.3,84.35,111.8,61.17,36.31,75.48,68.72,84.73,114.01,61.33,36.48,4475327.8,6961366.8,14436271.6,8613515.2,13862541.4,44336109.0
2008-03-17,77.3,69.52,85.71,115.8,61.76,38.48,79.72,76.8,88.58,118.0,64.29,41.09,75.24,69.52,82.44,112.69,61.49,36.01,78.51,74.46,84.19,115.55,64.04,40.31,4513078.4,9634396.2,13533778.8,9728133.0,17225581.4,70324857.6
2008-03-24,79.84,75.72,85.11,116.6,64.74,42.19,81.68,77.0,86.84,119.79,65.81,48.16,77.46,72.8,80.87,113.81,64.43,41.25,78.64,76.03,84.01,119.06,64.89,46.55,5074058.5,7854164.5,14143404.25,9774552.5,14268178.75,71595508.0
2008-03-31,78.83,76.39,84.27,119.1,64.93,46.02,79.48,78.63,86.95,119.1,65.25,46.65,77.85,75.32,83.71,113.34,63.72,42.61,79.15,78.29,85.36,115.14,64.87,42.95,3340207.2,6053787.0,10132063.4,8562786.2,10812466.8,37143453.0
2008-04-07,79.61,78.89,85.08,115.2,65.13,45.13,81.62,79.99,89.37,118.37,66.24,47.56,79.42,76.78,84.57,113.86,64.51,44.66,80.19,77.25,88.27,116.31,66.14,45.54,3369811.8,7136240.2,9932300.8,7777686.0,9125843.6,35084844.6
2008-04-14,79.5,76.85,87.9,115.72,65.98,45.24,80.91,77.92,90.53,119.22,66.75,45.61,77.71,74.38,87.76,115.28,65.74,41.17,78.26,75.54,89.3,117.28,65.74,41.5,4048921.2,5817659.0,8369077.4,8112798.2,9058065.6,33136309.2
2008-04-21,78.61,76.09,89.7,117.1,65.63,42.18,83.22,85.45,93.45,125.0,66.8,46.86,78.27,74.91,89.15,115.54,64.99,41.28,82.34,83.33,92.7,124.35,66.32,45.23,3757759.2,10600975.6,9637403.2,13282217.2,11707646.8,35012882.2
2008-04-28,82.15,83.14,92.49,123.87,66.06,44.96,82.2,83.6,94.63,124.9,67.74,48.09,76.46,80.52,91.23,121.64,65.79,44.69,77.13,83.03,92.5,121.69,67.32,47.34,4675585.4,4914487.2,11467644.4,6186514.4,10339216.6,27236231.0
2008-05-05,77.19,82.76,92.61,122.04,67.25,47.34,79.45,83.64,97.28,124.43,68.32,49.95,76.58,80.55,92.61,120.5,66.92,46.62,77.55,82.75,95.62,122.03,67.9,48.0,3936101.6,4873690.6,14735169.2,7372849.2,11417302.4,27194381.2
2008-05-12,77.44,81.78,95.09,121.5,67.7,47.34,78.13,84.22,97.9,125.99,67.98,48.7,75.82,81.33,95.09,120.78,66.3,45.31,77.67,83.82,97.36,125.24,66.71,47.24,3640012.6,4229476.4,12312344.0,8256713.2,9605460.4,24244001.2
2008-05-19,77.72,84.21,97.42,125.12,66.75,47.04,79.89,85.96,102.81,128.83,67.11,47.32,76.91,82.17,96.31,125.03,66.26,45.22,79.05,84.28,102.2,126.49,66.63,45.99,3418686.8,5646756.4,13338008.2,7713571.4,9095115.0,23840004.2
2008-05-26,79.04,83.92,102.76,126.05,66.44,45.66,79.06,85.74,104.63,126.4,66.94,45.66,75.5,80.6,100.5,123.02,64.86,42.1,75.81,81.55,100.73,124.2,64.92,42.32,4091801.75,5873048.0,16783843.0,6271319.0,10696622.5,34984884.75
2008-06-02,75.73,81.43,99.95,124.01,64.82,42.4,78.2,83.91,100.58,129.99,67.03,44.06,75.56,80.84,97.82,124.0,64.54,41.66,76.25,82.33,99.37,127.36,66.51,42.15,3466566.8,4929087.6,12006186.0,8135776.8,11405505.0,26990989.0
2008-06-09,76.5,82.72,99.04,127.47,66.61,42.53,77.61,83.65,102.15,129.04,67.1,42.69,74.75,79.66,95.53,124.06,65.31,36.42,75.82,80.81,101.2,125.86,65.63,37.51,4741662.8,6589154.2,14364598.4,6659169.4,10433745.6,40443724.2
2008-06-16,75.13,80.3,100.57,124.88,65.21,37.23,76.53,82.35,101.19,127.14,66.37,40.65,75.05,78.52,97.01,122.86,65.11,37.07,75.2,80.91,99.49,126.71,65.84,39.94,3952823.6,6742216.2,11442636.0,6400202.0,9445739.4,46793761.4
2008-06-23,75.44,81.48,99.8,127.1,66.04,40.36,75.7,81.58,100.89,127.1,66.25,40.75,72.62,78.52,96.03,122.36,63.88,36.51,72.96,80.0,99.06,123.46,64.29,36.87,4207833.2,6302126.6,12947953.4,6990159.4,10872933.4,44217995.0
2008-06-30,72.84,79.54,98.58,123.08,64.1,36.81,73.46,79.68,100.22,125.83,65.68,39.32,68.61,72.56,97.33,118.15,63.1,33.96,69.59,73.82,99.13,118.53,64.34,34.31,5913731.6,10662553.2,13743835.0,8900593.4,13021371.0,50339353.0
2008-07-07,68.66,72.98,98.26,117.5,63.75,33.69,70.88,74.21,100.0,122.64,65.94,36.09,67.57,68.93,95.8,116.6,63.74,32.33,69.85,70.81,96.82,121.5,65.25,34.04,4752748.5,9920426.0,13922903.5,8353351.0,12392101.0,52079790.75
2008-07-14,69.92,71.02,96.06,120.55,65.15,34.3,71.21,71.44,97.04,124.5,67.2,36.74,67.76,66.68,91.16,120.4,65.15,31.68,69.02,69.67,92.8,121.54,66.41,31.69,5611398.2,9071867.8,16187599.2,9307019.4,14912708.2,56553062.4
2008-07-21,68.61,68.97,92.24,121.0,67.1,30.73,69.7,73.64,92.84,130.0,68.81,41.32,67.26,65.85,83.97,119.9,66.79,29.24,68.73,73.23,86.91,128.66,67.11,38.65,5310207.2,9739095.8,17756018.2,11803135.2,16297650.0,81513379.4
2008-07-28,68.12,75.13,86.52,127.5,67.02,38.16,72.77,75.87,87.51,130.93,69.25,43.0,68.1,69.11,81.53,126.13,67.02,37.41,69.63,69.19,82.49,126.25,68.48,37.66,5257895.6,8061184.2,15709374.8,8853628.6,12534133.6,46753751.4
2008-08-04,69.77,69.6,82.62,126.54,68.55,37.94,71.44,72.27,87.42,129.5,69.42,42.07,69.35,67.19,81.46,126.25,67.71,37.18,69.75,67.43,82.8,127.56,68.98,40.14,3403958.4,6275952.4,15229121.6,5719843.2,12616354.8,38881148.4
2008-08-11,70.23,67.86,82.55,128.2,69.31,41.27,74.68,71.94,85.31,129.97,71.9,42.85,70.0,67.34,80.85,125.75,69.13,39.4,74.38,70.8,84.08,126.6,71.66,41.89,4803608.4,6153673.0,15924357.8,7181931.0,15078511.8,36661336.8
2008-08-18,74.54,70.79,84.84,126.01,71.47,40.99,74.54,72.08,87.48,128.25,71.87,41.01,72.04,67.72,82.81,123.68,70.64,36.15,72.45,69.22,83.19,124.59,71.09,36.74,3926613.0,6274306.8,13692502.4,6241669.0,9878787.4,44764317.6
2008-08-25,72.15,68.95,82.75,123.63,70.65,36.01,72.71,70.61,89.1,125.35,71.68,38.25,69.75,67.61,82.75,121.55,70.51,35.0,70.73,68.56,85.51,122.86,70.8,36.13,3278496.6,4922026.0,10741501.4,6863378.4,8634931.8,34834857.4
2008-09-01,70.47,68.65,85.8,122.58,70.72,36.17,72.66,71.97,87.73,125.45,71.69,38.94,70.13,67.93,84.85,121.5,70.25,35.87,71.6,70.73,86.32,121.73,70.43,38.49,3392978.75,4240608.75,8632945.25,6166981.75,8339052.75,27669684.0
2008-09-08,72.38,71.5,84.49,122.87,71.09,39.56,73.63,72.0,84.61,124.0,72.38,43.66,68.51,62.92,79.11,113.17,70.31,37.35,71.18,64.58,81.05,117.29,72.22,41.55,5605152.0,9115053.2,14406486.4,10496704.8,12923877.4,46262756.6
2008-09-15,70.5,64.89,80.2,117.78,71.91,40.81,71.0,65.68,84.48,119.95,72.76,41.96,68.01,61.21,78.75,115.0,69.61,37.0,68.88,63.21,80.09,115.19,69.61,37.0,6032419.2,8355599.6,17209163.0,9257222.6,16703668.2,60694078.8
2008-09-22,68.47,61.87,78.84,113.73,69.62,35.58,74.71,74.5,89.75,124.0,72.69,48.0,67.85,60.04,77.5,110.61,68.3,34.04,70.7,64.6,87.33,116.21,68.41,40.8,8876527.2,10798494.6,21202398.0,13057612.6,24058130.4,92227018.6
2008-09-29,70.77,64.66,87.16,116.21,68.68,40.55,71.03,65.73,88.39,121.99,69.97,49.0,65.51,58.11,77.5,109.95,66.9,40.06,66.32,59.89,77.5,114.46,66.9,41.0,5876736.0,8351332.8,15097419.0,7095131.4,15902467.6,64815863.6
2008-10-06,67.28,61.35,78.85,115.83,67.5,44.63,68.6,61.46,83.7,116.96,69.48,50.63,60.93,45.77,72.66,96.6,62.29,41.7,63.0,49.2,76.84,100.62,64.5,44.0,7425333.2,14048169.6,19692476.8,12949567.4,26998928.4,62431741.4
